e_form,vpa,gap pbe,a,c,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData minimum Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData avg_dev SpaceGroupNumber
-1.699,12.425,0.0,3.961,3.961,90.0,90.0,4.232,8.0,73.0,65.0,28.4,24.48,8.0,87.0,39.0,73.6,16.08,87.0,15.9994,66.370316,60.4450992,15.9994,54.8,3235.2,1138.28,54.8,5.0,11.0,12.4,4.32,2.0,3.4,1.68,2.0,66.0,43.2,66.0,1.5,1.94,0.744,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,8.0,8.0,2.2,0.0,14.0,14.0,2.8,6.0,13.0,9.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,7.0,1.8,2.16,0.0,0.0,0.0,0.0,2.0,1.52,11.815,3.252,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2
-1.698,16.776,0.0,4.377,4.377,90.0,90.0,0.557,8.0,94.0,86.0,34.0,31.2,8.0,90.0,66.0,75.0,20.4,87.0,15.9994,83.91964,81.504288,15.9994,54.8,858.2,360.012,54.8,3.0,13.0,13.4,4.16,2.0,3.6,1.92,2.0,66.0,46.32,66.0,1.28,2.16,0.84,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,6.0,6.0,1.2,6.0,10.0,8.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.92,16.03166667,8.312,9.105,0.0,0.464,0.0928,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,44.88
-1.697,15.979,0.0,4.307,4.307,90.0,90.0,-2.582,8.0,48.0,40.0,22.2,17.04,8.0,87.0,75.0,68.6,22.64,87.0,15.9994,49.86301,40.636332,15.9994,54.8,1744.2,511.524,54.8,3.0,13.0,12.6,4.08,2.0,3.2,1.44,2.0,66.0,48.48,66.0,1.22,2.22,0.9528,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,9.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,2.4,15.835,8.076,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.696,12.398,0.0,3.958,3.958,90.0,90.0,-0.662,8.0,77.0,69.0,33.0,30.0,8.0,87.0,60.0,69.6,20.88,87.0,15.9994,79.49304,76.192368,15.9994,54.8,2684.2,897.88,54.8,3.0,13.0,12.0,4.8,2.0,3.6,1.92,2.0,66.0,49.2,66.0,1.2,2.24,0.8352,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,7.0,1.6,0.0,14.0,14.0,4.2,6.0,17.0,10.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.4,2.88,0.0,0.0,7.0,0.0,2.0,4.4,14.715,6.934,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-1.695,16.429,0.0,6.075,8.495,90.0,90.0,-3.47,8.0,89.0,81.0,38.4,36.48,8.0,87.0,73.0,68.2,22.56,87.0,15.9994,94.3929538,94.07226456,15.9994,54.8,1282.53,564.946,54.8,3.0,13.0,12.4,4.32,2.0,3.8,2.16,2.0,66.0,52.56,66.0,1.1,2.34,0.7776,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,2.8,3.0,22.0,9.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,1.0,2.32,17.7055,10.7228,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.24
-1.694,9.675,0.0,3.644,3.644,90.0,90.0,0.8,8.0,72.0,64.0,24.6,19.92,8.0,87.0,42.0,72.8,17.04,87.0,15.9994,57.084279,49.3018548,15.9994,54.8,2451.2,887.68,54.8,4.0,12.0,12.2,4.56,2.0,3.2,1.44,2.0,66.0,40.56,66.0,1.3,2.14,0.888,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,7.0,1.8,0.0,14.0,14.0,2.8,6.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,2.2,2.64,0.0,0.0,0.0,0.0,2.0,1.84,11.952,4.0992,9.105,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.495510784,0.0,87.36
-1.694,14.535,0.0,4.173,4.173,90.0,90.0,-5.3,8.0,69.0,61.0,26.8,22.56,8.0,87.0,50.0,69.0,21.6,87.0,15.9994,61.967758,55.1620296,15.9994,54.8,2695.2,946.48,54.8,3.0,13.0,11.2,5.76,2.0,3.4,1.68,2.0,66.0,53.28,66.0,1.25,2.19,0.9672,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,4.0,4.0,0.8,0.0,13.0,13.0,2.6,5.0,10.0,7.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,6.0,1.2,1.92,0.0,0.0,1.0,0.0,1.0,1.68,15.055,7.14,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.694,9.395,0.0,4.789,7.817,90.0,90.0,-6.902,3.0,75.0,72.0,20.4,21.84,8.0,87.0,86.0,63.2,28.56,87.0,6.941,48.22924,55.191104,15.9994,54.8,3404.2,815.418,54.8,1.0,15.0,11.2,5.76,2.0,2.8,1.28,2.0,66.0,35.28,66.0,0.98,2.46,0.96,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,14.0,14.0,2.8,1.0,20.0,8.0,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.04,11.71266667,3.1292,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.693,18.05,0.0,4.486,4.486,90.0,90.0,-3.434,8.0,59.0,51.0,26.6,22.32,8.0,87.0,70.0,71.6,21.84,87.0,15.9994,61.52317,54.628524,15.9994,54.8,1149.2,374.696,54.8,3.0,13.0,13.0,4.0,2.0,3.4,1.68,2.0,66.0,50.4,66.0,1.13,2.31,0.9096,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,3.0,3.0,0.6,5.0,9.0,7.4,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,2.72,19.255,12.18,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64
-1.693,12.181,0.0,3.934,3.934,90.0,90.0,0.061,8.0,76.0,68.0,33.2,30.24,8.0,87.0,56.0,69.8,20.64,87.0,15.9994,80.14564,76.975488,15.9994,54.8,3251.2,1031.08,54.8,3.0,13.0,11.8,5.04,2.0,3.6,1.92,2.0,66.0,48.96,66.0,1.22,2.22,0.8304,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,6.0,6.0,1.2,0.0,14.0,14.0,4.8,6.0,16.0,10.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.8,1.28,0.0,0.0,4.0,0.0,2.0,0.96,14.529,6.6844,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.693,9.927,0.0,4.934,7.676,90.0,90.0,0.308,8.0,26.0,18.0,15.0,8.4,8.0,87.0,35.0,73.6,16.08,87.0,15.9994,31.756249,18.9082188,15.9994,54.8,1756.2,698.88,54.8,7.0,9.0,12.6,4.08,2.0,2.8,0.96,2.0,66.0,33.36,66.0,1.55,1.89,0.84,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,6.0,6.0,2.2,0.0,0.0,0.0,0.0,6.0,2.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.8,2.16,0.0,0.0,0.0,0.0,2.0,1.2,9.706517241,0.72182069,9.105,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.422194584,0.675387286,0.0,101.28
-1.692,12.206,0.0,3.937,3.937,90.0,90.0,0.219,8.0,76.0,68.0,27.8,23.76,8.0,87.0,75.0,66.0,25.2,87.0,15.9994,65.42681,59.312892,15.9994,54.8,3251.2,1053.88,54.8,3.0,13.0,11.8,5.04,2.0,3.4,1.68,2.0,66.0,48.48,66.0,1.22,2.22,0.8304,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,6.0,6.0,1.4,0.0,14.0,14.0,2.8,3.0,19.0,8.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.6,3.12,0.0,0.0,0.0,0.0,2.0,2.16,14.754,7.0444,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.691,16.49,0.0,4.352,4.352,90.0,90.0,-3.655,8.0,64.0,56.0,27.8,23.76,8.0,87.0,60.0,74.6,19.04,87.0,15.9994,65.40164,59.282688,15.9994,54.8,1531.2,530.836,54.8,3.0,13.0,13.2,4.08,2.0,3.4,1.68,2.0,66.0,48.72,66.0,1.2,2.24,0.8712,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,7.0,7.0,1.4,6.0,9.0,8.6,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,7.0,0.0,2.0,4.4,18.185,10.896,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-1.69,13.404,0.0,5.659,7.949,90.0,90.0,-1.123,8.0,63.0,55.0,27.0,22.8,8.0,87.0,62.0,71.2,18.96,87.0,15.9994,62.47464,55.770288,15.9994,54.8,1040.2,370.724,54.8,3.0,13.0,12.6,4.08,2.0,3.4,1.68,2.0,66.0,50.4,66.0,1.185,2.255,0.9612,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,7.0,7.0,1.4,6.0,6.0,7.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.76,16.654,9.0588,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.688,16.56,0.0,4.359,4.359,90.0,90.0,-8.751,8.0,72.0,64.0,31.6,28.32,8.0,87.0,64.0,65.8,25.44,87.0,15.9994,75.36964,71.244288,15.9994,54.8,2451.2,803.08,54.8,3.0,13.0,11.0,6.0,2.0,3.6,1.92,2.0,66.0,57.84,66.0,1.17,2.27,1.0584,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.4,0.0,14.0,14.0,4.0,6.0,12.0,8.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,8.0,0.0,2.0,2.88,16.549,8.9328,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-1.686,10.403,0.0,3.733,3.733,90.0,90.0,-0.869,8.0,24.0,16.0,14.2,7.44,8.0,87.0,41.0,71.2,18.96,87.0,15.9994,30.18716,17.025312,15.9994,54.8,2128.2,905.48,54.8,5.0,11.0,11.8,5.04,2.0,2.8,0.96,2.0,66.0,38.4,66.0,1.63,1.81,0.8616,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.6,0.0,0.0,0.0,0.0,5.0,1.0,5.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,7.0,2.4,2.88,0.0,0.0,0.0,0.0,2.0,2.16,10.303,1.4376,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-1.685,10.017,0.0,3.686,3.686,90.0,90.0,-3.843,8.0,22.0,14.0,11.6,4.32,8.0,87.0,44.0,74.4,15.12,87.0,15.9994,24.03404,9.641568,15.9994,54.8,1886.2,605.68,54.8,2.0,14.0,10.8,6.24,2.0,2.6,0.72,2.0,66.0,40.56,66.0,1.31,2.13,0.9672,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.4,0.0,0.0,0.0,0.0,2.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,2.08,13.379,5.1288,9.105,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,87.36
-1.685,16.608,0.0,5.249,10.432,90.0,90.0,-12.599,8.0,43.0,35.0,17.2,11.04,8.0,87.0,84.0,63.4,28.32,87.0,15.9994,37.0193,25.22388,15.9994,54.8,2375.2,586.186,54.8,1.0,15.0,11.2,5.76,2.0,3.0,1.2,2.0,66.0,52.32,66.0,0.82,2.62,0.9984,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,5.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.04,22.94133333,20.06613333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.684,10.58,0.336,5.255,7.514,90.0,90.0,0.721,8.0,48.0,40.0,19.2,13.44,8.0,87.0,38.0,76.0,13.2,87.0,15.9994,42.48106,31.777992,15.9994,54.8,2125.2,587.724,54.8,6.0,10.0,13.2,3.36,2.0,3.0,1.2,2.0,66.0,36.24,66.0,1.66,1.78,0.8472,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,7.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,1.44,11.6,3.158,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.683,16.837,0.0,4.383,4.383,90.0,90.0,1.3,8.0,83.0,75.0,33.6,30.72,8.0,87.0,66.0,73.6,21.04,87.0,15.9994,80.39572,77.275584,15.9994,54.8,1318.2,416.36,54.8,3.0,13.0,13.2,4.08,2.0,3.6,1.92,2.0,66.0,51.6,66.0,1.155,2.285,0.8892,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,14.0,14.0,3.8,6.0,23.0,10.8,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,2.16,18.8215,11.6598,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.24
-1.683,18.061,0.0,5.599,10.283,90.0,90.0,-9.227,8.0,81.0,73.0,29.4,25.68,8.0,87.0,37.0,77.4,11.52,87.0,15.9994,69.6683,64.40268,15.9994,54.8,2841.2,727.48,54.8,6.0,10.0,13.4,3.12,2.0,3.4,1.68,2.0,66.0,40.08,66.0,1.62,1.82,0.744,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,3.0,0.0,14.0,14.0,2.8,6.0,21.0,10.2,0.0,1.0,0.2,0.0,0.0,5.0,5.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,2.0,1.68,13.983,5.8536,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.682,12.325,0.0,3.95,3.95,90.0,90.0,5.005,8.0,74.0,66.0,29.2,25.44,8.0,87.0,36.0,76.4,12.72,87.0,15.9994,68.84984,63.420528,15.9994,54.8,3640.2,890.724,54.8,6.0,10.0,13.2,3.36,2.0,3.4,1.68,2.0,66.0,41.76,66.0,1.69,1.75,0.6792,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.8,0.0,14.0,14.0,2.8,6.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,1.44,12.572,4.1604,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.681,11.572,0.562,3.868,3.868,90.0,90.0,1.36,8.0,43.0,35.0,17.8,11.76,8.0,87.0,44.0,71.4,18.72,87.0,15.9994,38.77304,27.328368,15.9994,54.8,2375.2,907.08,54.8,4.0,12.0,11.8,5.04,2.0,3.0,1.2,2.0,66.0,42.0,66.0,1.54,1.9,0.8256,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.4,0.0,0.0,0.0,0.0,4.0,3.0,5.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,2.6,3.12,0.0,0.0,0.0,0.0,2.0,2.16,11.658,3.0636,9.105,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,87.36
-1.681,14.302,0.0,4.151,4.151,90.0,90.0,-0.649,8.0,79.0,71.0,28.6,24.72,8.0,87.0,43.0,74.2,15.36,87.0,15.9994,67.2377538,61.48602456,15.9994,54.8,2073.2,725.946,54.8,4.0,12.0,12.6,4.08,2.0,3.4,1.68,2.0,66.0,42.96,66.0,1.33,2.11,0.7224,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,14.0,14.0,2.8,4.0,21.0,9.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,1.0,2.0,13.442,5.2044,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-1.681,12.669,0.0,5.584,8.02,90.0,90.0,4.32,8.0,50.0,42.0,23.2,18.24,8.0,87.0,37.0,78.2,11.28,87.0,15.9994,52.53364,43.841088,15.9994,54.8,2841.2,713.096,54.8,6.0,10.0,13.6,3.04,2.0,3.2,1.44,2.0,66.0,38.64,66.0,1.96,1.48,0.6624,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0,7.6,0.0,1.0,0.2,0.0,0.0,4.0,4.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,2.0,1.44,15.258,7.3836,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.04
-1.68,14.919,0.0,4.21,4.21,90.0,90.0,-3.744,8.0,71.0,63.0,29.4,25.68,8.0,90.0,49.0,78.4,14.96,87.0,15.9994,70.113,64.93632,15.9994,54.8,1881.2,564.612,54.8,3.0,13.0,13.4,4.16,2.0,3.4,1.68,2.0,66.0,46.32,66.0,1.27,2.17,0.8424,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,2.8,6.0,11.0,10.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.24,18.18866667,10.9004,9.105,0.0,0.464,0.0928,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,77.28
-1.678,11.5,0.0,3.86,3.86,90.0,90.0,1.916,8.0,42.0,34.0,17.6,11.52,8.0,87.0,44.0,70.8,19.44,87.0,15.9994,38.36504,26.838768,15.9994,54.8,2841.2,1000.28,54.8,4.0,12.0,11.6,5.28,2.0,3.0,1.2,2.0,66.0,43.68,66.0,1.54,1.9,0.7632,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.4,0.0,0.0,0.0,0.0,4.0,2.0,5.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,8.0,2.6,3.12,0.0,0.0,0.0,0.0,2.0,2.4,11.939,3.4008,9.105,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,95.76
-1.678,14.796,0.0,4.198,4.198,90.0,90.0,0.53,8.0,68.0,60.0,28.6,24.72,8.0,87.0,52.0,76.2,16.48,87.0,15.9994,67.40344,61.684848,15.9994,54.8,1715.2,567.636,54.8,3.0,13.0,13.2,4.08,2.0,3.4,1.68,2.0,66.0,47.04,66.0,1.24,2.2,0.8616,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,12.0,12.0,2.4,6.0,9.0,9.4,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.32,17.892,10.5444,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-1.678,12.775,0.0,3.997,3.997,90.0,90.0,4.517,8.0,74.0,66.0,29.6,25.92,8.0,87.0,36.0,78.4,10.96,87.0,15.9994,70.10964,64.932288,15.9994,54.8,3640.2,872.896,54.8,6.0,10.0,13.6,3.04,2.0,3.4,1.68,2.0,66.0,40.56,66.0,1.96,1.48,0.6144,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.8,0.0,14.0,14.0,2.8,6.0,14.0,10.4,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,2.0,1.44,15.33,7.47,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.04
-1.678,12.83,0.0,4.003,4.003,90.0,90.0,0.675,8.0,92.0,84.0,38.6,36.72,8.0,87.0,67.0,68.2,22.56,87.0,15.9994,95.648822,95.5793064,15.9994,54.8,2684.2,862.28,54.8,3.0,13.0,12.0,4.8,2.0,3.8,2.16,2.0,66.0,49.2,66.0,1.38,2.06,0.792,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,7.0,7.0,1.6,0.0,14.0,14.0,3.4,6.0,17.0,9.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.4,2.88,0.0,0.0,11.0,0.0,2.0,5.68,12.31,3.846,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.08
-1.677,13.576,0.0,4.079,4.079,90.0,90.0,-0.628,8.0,90.0,82.0,38.4,36.48,8.0,87.0,71.0,68.0,22.8,87.0,15.9994,95.024052,94.8295824,15.9994,54.8,1986.6,845.76,54.8,3.0,13.0,12.2,4.56,2.0,3.8,2.16,2.0,66.0,50.4,66.0,1.3,2.14,0.792,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,9.0,9.0,2.2,0.0,14.0,14.0,2.8,4.0,20.0,9.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.8,2.48,0.0,0.0,0.0,0.0,2.0,1.92,14.941,7.0032,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.24
-1.676,19.752,0.0,4.622,4.622,90.0,90.0,-3.151,8.0,89.0,81.0,32.6,29.52,8.0,87.0,73.0,71.0,22.8,87.0,15.9994,78.74164,75.290688,15.9994,54.8,1268.2,398.496,54.8,3.0,13.0,13.0,4.0,2.0,3.6,1.92,2.0,66.0,53.28,66.0,1.1,2.34,0.9168,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.16,21.0225,14.301,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.08
-1.676,19.189,0.0,4.578,4.578,90.0,90.0,-1.622,8.0,89.0,81.0,38.8,36.96,8.0,87.0,73.0,70.2,22.48,87.0,15.9994,95.8763,95.85228,15.9994,54.8,1268.2,412.88,54.8,3.0,13.0,12.8,3.92,2.0,3.8,2.16,2.0,66.0,54.72,66.0,1.1,2.34,0.9984,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,14.0,14.0,2.8,3.0,24.0,9.6,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.4,19.7475,12.771,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-1.676,11.983,0.0,3.913,3.913,90.0,90.0,3.456,8.0,74.0,66.0,24.2,19.92,8.0,87.0,41.0,71.6,18.48,87.0,15.9994,56.55594,50.913624,15.9994,54.8,3640.2,1208.48,54.8,5.0,11.0,11.8,5.04,2.0,3.2,1.44,2.0,66.0,43.92,66.0,1.63,1.81,0.6936,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,4.0,1.4,0.0,14.0,14.0,2.8,5.0,15.0,8.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,2.6,3.12,0.0,0.0,0.0,0.0,2.0,2.16,11.275,2.604,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
