e_form,e_hull,vpa,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData maximum AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData avg_dev MeltingT,MagpieData maximum Column,MagpieData minimum Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData range NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData mode NdValence,MagpieData range NfValence,MagpieData maximum NValence,MagpieData range NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData mean NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData avg_dev GSmagmom,MagpieData mean SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state
-0.235,1.448,9.284,90.0,-3.345,4.0,28.0,11.2,8.0,61.0,87.0,77.8,58.6934,14.22105744,15.9994,54.8,1728.0,1673.2,762.816,16.0,2.0,0.64,2.0,21.12,66.0,1.87,2.76,0.0,4.0,4.0,4.0,8.0,1.6,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.6,0.64,2.0,9.105,0.486,0.0,0.0,0.190526304,91.0,12.0,-2.0,4.0
-0.227,0.893,11.537,90.0,-0.282,8.0,45.0,19.4,8.0,59.0,87.0,76.2,102.9055,31.104024,15.9994,54.8,2237.0,2182.2,925.296,16.0,2.0,1.2,2.0,32.16,66.0,1.53,2.902,1.0,4.0,4.0,4.0,8.0,3.2,0.0,0.0,10.0,1.0,0.32,0.0,2.0,1.2,0.0,2.0,0.8,0.0,0.0,0.0,0.0,2.2,0.32,2.0,10.255,1.38,0.0,0.0,0.190526304,97.2,12.0,-2.0,4.0
-0.225,1.855,7.795,90.0,-0.383,5.0,75.0,20.8,8.0,54.0,87.0,77.4,186.207,54.881504,15.9994,54.8,3459.0,3404.2,1367.376,16.0,2.0,1.28,2.0,25.76,66.0,1.54,2.852,0.0,4.0,4.0,4.0,5.0,1.0,0.0,14.0,21.0,0.0,0.0,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,9.8285,1.9306,0.0,1.524,0.0,79.2,12.0,-2.0,3.0
-0.224,2.141,11.821,90.0,-6.274,8.0,76.0,34.6,8.0,48.0,87.0,73.2,190.23,81.4029792,15.9994,54.8,3306.0,3251.2,1556.736,16.0,2.0,1.92,2.0,43.68,66.0,1.94,2.804,0.0,4.0,4.0,4.0,6.0,1.8,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.2,0.0,0.0,0.0,0.0,3.4,1.68,2.0,11.905,3.36,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-0.224,0.867,13.509,90.0,0.556,8.0,52.0,24.2,8.0,59.0,90.0,82.0,127.6,47.641608,15.9994,54.8,2237.0,2182.2,684.0144,16.0,2.0,1.44,2.0,35.52,66.0,1.34,2.94,1.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,16.0,1.0,0.32,0.0,2.0,1.6,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.2,0.32,2.0,15.14366667,7.847866667,0.0,0.464,0.0,82.6,12.0,0.0,0.0
-0.224,1.732,9.906,90.0,-3.922,8.0,74.0,25.2,8.0,51.0,87.0,74.6,183.84,50.528304,15.9994,54.8,3695.0,3640.2,1275.216,16.0,2.0,1.44,2.0,36.96,66.0,1.53,2.918,0.0,4.0,4.0,4.0,8.0,2.4,0.0,14.0,20.0,0.0,0.0,0.0,2.0,1.2,0.0,6.0,1.6,0.0,0.0,0.0,0.0,2.8,1.28,2.0,10.737,2.1252,0.0,0.0,0.190526304,98.0,12.0,-2.0,4.0
-0.22,1.51,14.311,90.0,-1.09,8.0,52.0,23.6,8.0,50.0,90.0,80.2,127.6,45.974688,15.9994,54.8,2896.0,2841.2,855.7552,16.0,2.0,1.44,2.0,38.4,66.0,1.34,2.916,1.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,16.0,1.0,0.32,0.0,2.0,1.6,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.8,1.28,2.0,15.55366667,7.7384,0.0,0.464,0.0,83.4,12.0,-2.0,4.0
-0.214,1.297,15.528,90.0,0.497,8.0,83.0,30.0,8.0,53.0,87.0,80.0,208.9804,65.995584,15.9994,54.8,2430.0,2375.2,720.896,16.0,2.0,1.68,2.0,39.12,66.0,1.54,2.848,0.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,29.0,0.0,0.0,0.0,3.0,1.8,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.8,0.96,2.0,14.91,7.216,0.0,0.0,0.0,48.4,12.0,-2.0,3.0
-0.213,1.308,11.731,90.0,0.247,8.0,77.0,35.2,8.0,54.0,87.0,75.0,192.217,83.142048,15.9994,54.8,3459.0,3404.2,1461.216,16.0,2.0,1.92,2.0,38.4,66.0,1.54,2.884,0.0,4.0,4.0,4.0,7.0,2.4,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,11.236,2.5572,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-0.206,1.286,12.922,90.0,-3.179,8.0,77.0,30.2,8.0,60.0,87.0,80.2,192.217,66.942768,15.9994,54.8,2739.0,2684.2,822.9216,16.0,2.0,1.68,2.0,35.52,66.0,1.48,2.896,0.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,23.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.6,0.72,2.0,14.962,7.3292,0.0,0.0,0.0,80.4,12.0,-2.0,4.0
-0.206,2.147,17.885,90.0,-10.401,8.0,76.0,31.8,8.0,17.0,87.0,67.0,190.23,71.793324,15.9994,54.8,3306.0,3251.2,1056.096,16.0,2.0,1.92,2.0,51.6,66.0,2.31,2.73,0.0,4.0,4.0,4.0,6.0,1.2,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,11.0,11.0,3.52,0.0,4.2,2.72,2.0,15.416,8.1036,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-0.206,1.895,12.579,90.0,-4.786,8.0,78.0,28.6,8.0,47.0,87.0,74.2,195.084,61.4379792,15.9994,54.8,2750.0,2695.2,1123.632,16.0,2.0,1.68,2.0,40.32,66.0,1.84,2.84,1.0,4.0,4.0,4.0,9.0,2.6,0.0,14.0,24.0,1.0,0.48,0.0,2.0,1.2,0.0,6.0,1.4,0.0,0.0,0.0,0.0,3.0,1.6,2.0,12.103,3.5976,0.0,0.0,0.0,98.0,12.0,-2.0,4.0
-0.204,1.056,9.821,90.0,-2.148,8.0,44.0,19.0,8.0,56.0,87.0,75.0,101.07,30.7210548,15.9994,54.8,2607.0,2552.2,1023.696,16.0,2.0,1.2,2.0,33.6,66.0,1.56,2.88,1.0,4.0,4.0,4.0,7.0,2.8,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,1.2,0.0,0.0,0.0,0.0,2.6,0.72,2.0,10.214,1.3308,0.0,0.0,0.495510784,84.8,12.0,-2.0,4.0
-0.202,1.478,10.967,90.0,-5.568,8.0,43.0,19.4,8.0,53.0,87.0,76.6,98.0,31.531488,15.9994,54.8,2430.0,2375.2,723.1392,16.0,2.0,1.2,2.0,32.88,66.0,1.79,2.774,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.2,1.12,2.0,11.112,2.4084,0.0,0.0,0.0,84.8,12.0,-2.0,4.0
-0.197,1.628,11.415,90.0,-0.806,4.0,77.0,21.0,8.0,60.0,87.0,77.6,192.217,56.94860944,15.9994,54.8,2739.0,2684.2,1005.456,16.0,2.0,1.28,2.0,25.2,66.0,1.87,2.818,0.0,4.0,4.0,4.0,7.0,1.4,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,1.8,0.72,2.0,9.883,1.7308,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-0.195,0.957,9.984,90.0,-0.711,8.0,45.0,19.2,8.0,58.0,87.0,75.6,102.9055,31.1615748,15.9994,54.8,2237.0,2182.2,934.896,16.0,2.0,1.2,2.0,32.64,66.0,1.56,2.896,1.0,4.0,4.0,4.0,8.0,3.0,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.4,0.48,2.0,10.24,1.362,0.0,0.0,0.495510784,91.0,12.0,-2.0,4.0
-0.195,0.957,9.984,90.0,-0.711,8.0,45.0,19.2,8.0,58.0,87.0,75.6,102.9055,31.1615748,15.9994,54.8,2237.0,2182.2,934.896,16.0,2.0,1.2,2.0,32.64,66.0,1.56,2.896,1.0,4.0,4.0,4.0,8.0,3.0,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.4,0.48,2.0,10.24,1.362,0.0,0.0,0.495510784,91.0,12.0,-2.0,4.0
-0.195,1.378,11.048,90.0,-4.119,8.0,76.0,26.2,8.0,57.0,87.0,78.4,190.23,54.709008,15.9994,54.8,3306.0,3251.2,1020.5352,16.0,2.0,1.44,2.0,32.16,66.0,1.63,2.866,0.0,4.0,4.0,4.0,10.0,3.2,0.0,14.0,22.0,0.0,0.0,0.0,5.0,2.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,3.0,1.2,2.0,12.0525,3.537,0.0,0.0,0.0,58.8,12.0,-2.0,3.0
-0.194,0.946,11.565,90.0,1.381,8.0,44.0,22.4,8.0,56.0,87.0,74.6,101.07,40.833888,15.9994,54.8,2607.0,2552.2,1225.056,16.0,2.0,1.44,2.0,38.4,66.0,1.24,2.944,1.0,4.0,4.0,4.0,7.0,2.8,0.0,0.0,8.0,1.0,0.48,0.0,2.0,1.2,0.0,3.0,1.2,0.0,0.0,0.0,0.0,2.8,0.96,2.0,10.867,2.1144,0.0,0.0,0.0,84.8,12.0,-2.0,4.0
-0.191,1.618,11.255,90.0,-1.58,4.0,45.0,14.6,8.0,59.0,87.0,77.4,102.9055,28.36892944,15.9994,54.8,2237.0,2182.2,884.976,16.0,2.0,0.96,2.0,25.44,66.0,1.87,2.834,1.0,4.0,4.0,4.0,8.0,1.6,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.8,0.72,2.0,9.769,1.5484,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-0.187,1.444,13.074,90.0,-4.06,8.0,79.0,25.2,8.0,46.0,87.0,74.6,196.966569,55.11412608,15.9994,54.8,2183.0,2128.2,818.5752,16.0,2.0,1.44,2.0,37.68,66.0,1.81,2.898,1.0,4.0,4.0,4.0,10.0,2.6,0.0,14.0,25.0,1.0,0.32,0.0,2.0,1.2,0.0,7.0,1.4,0.0,0.0,0.0,0.0,2.8,1.68,2.0,11.405,2.76,0.0,0.0,0.0,98.0,12.0,-2.0,5.0
-0.185,0.988,12.075,90.0,-2.384,8.0,78.0,25.6,8.0,55.0,87.0,75.8,195.084,54.119424,15.9994,54.8,2041.4,1986.6,898.272,16.0,2.0,1.44,2.0,32.64,66.0,1.61,2.886,1.0,4.0,4.0,4.0,9.0,3.0,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.4,0.64,2.0,10.613,1.8096,0.0,0.0,0.675412096,98.0,12.0,-2.0,4.0
-0.182,1.157,11.631,90.0,0.417,8.0,77.0,28.8,8.0,53.0,87.0,74.8,192.217,61.972368,15.9994,54.8,2739.0,2684.2,1214.256,16.0,2.0,1.68,2.0,37.44,66.0,1.54,2.884,0.0,4.0,4.0,4.0,7.0,2.4,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,11.162,2.4684,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-0.181,1.549,11.805,90.0,-1.347,8.0,45.0,22.2,8.0,50.0,87.0,74.0,102.9055,40.048008,15.9994,54.8,2896.0,2841.2,1205.616,16.0,2.0,1.44,2.0,39.36,66.0,1.28,2.952,1.0,4.0,4.0,4.0,8.0,2.6,0.0,0.0,9.0,1.0,0.48,0.0,2.0,1.2,0.0,5.0,1.4,0.0,0.0,0.0,0.0,3.0,1.2,2.0,11.329,2.6688,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-0.179,1.777,11.823,90.0,-4.149,8.0,74.0,28.2,8.0,51.0,87.0,73.0,183.84,59.961888,15.9994,54.8,3695.0,3640.2,1443.696,16.0,2.0,1.68,2.0,42.48,66.0,1.54,2.916,0.0,4.0,4.0,4.0,5.0,1.8,0.0,14.0,20.0,0.0,0.0,0.0,2.0,1.2,0.0,6.0,2.2,0.0,0.0,0.0,0.0,3.4,1.68,2.0,11.53,2.91,0.0,0.0,0.0,91.8,12.0,-2.0,5.0
-0.179,1.633,15.295,90.0,-6.762,8.0,83.0,29.8,8.0,50.0,87.0,79.4,208.9804,65.505984,15.9994,54.8,2896.0,2841.2,870.016,16.0,2.0,1.68,2.0,40.8,66.0,1.42,2.9,1.0,4.0,4.0,4.0,10.0,3.0,0.0,14.0,29.0,1.0,0.32,0.0,3.0,1.8,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.2,2.0,15.191,7.3032,0.0,0.0,0.0,55.4,12.0,-2.0,3.0
-0.168,0.94,11.653,90.0,1.504,8.0,76.0,28.8,8.0,56.0,87.0,74.8,190.23,62.232288,15.9994,54.8,3306.0,3251.2,1392.816,16.0,2.0,1.68,2.0,37.92,66.0,1.24,2.944,1.0,4.0,4.0,4.0,7.0,2.6,0.0,14.0,22.0,1.0,0.32,0.0,2.0,1.2,0.0,4.0,1.4,0.0,0.0,0.0,0.0,2.8,0.96,2.0,10.983,2.2536,0.0,0.0,0.0,84.8,12.0,-2.0,5.0
-0.166,0.72,10.092,90.0,-0.712,8.0,46.0,19.4,8.0,58.0,87.0,76.2,106.42,32.0050548,15.9994,54.8,1828.05,1773.25,836.748,16.0,2.0,1.2,2.0,31.92,66.0,1.56,2.88,2.0,4.0,4.0,4.0,10.0,3.4,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,1.8,0.72,2.0,10.394,1.6064,0.0,0.0,0.495510784,91.0,12.0,-2.0,4.0
-0.164,1.223,12.66,90.0,-5.608,8.0,47.0,19.0,8.0,49.0,87.0,75.0,107.8682,30.68772,15.9994,54.8,2180.0,2125.2,793.2792,16.0,2.0,1.2,2.0,36.48,66.0,1.78,2.782,1.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,11.0,1.0,0.48,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.6,1.36,2.0,10.967,2.2344,0.0,0.0,0.0,98.0,12.0,-2.0,5.0
-0.159,1.5,8.0,90.0,-1.088,5.0,78.0,21.4,8.0,63.0,87.0,79.2,195.084,57.722144,15.9994,54.8,2348.0,2293.2,1027.152,16.0,2.0,1.28,2.0,21.12,66.0,1.4,2.928,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.32,0.0,5.0,2.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.6,0.96,2.0,9.9015,2.0474,0.0,1.524,0.0,85.4,12.0,0.0,0.0
-0.154,1.235,13.866,90.0,-5.19,8.0,49.0,23.6,8.0,59.0,87.0,79.0,114.818,44.573928,15.9994,54.8,2237.0,2182.2,668.308,16.0,2.0,1.44,2.0,36.48,66.0,1.66,2.876,1.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,13.0,1.0,0.32,0.0,5.0,2.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.8,0.96,2.0,13.043,4.7256,0.0,0.0,0.0,80.0,12.0,-2.0,3.0
-0.154,1.235,13.866,90.0,-5.19,8.0,49.0,23.6,8.0,59.0,87.0,79.0,114.818,44.573928,15.9994,54.8,2237.0,2182.2,668.308,16.0,2.0,1.44,2.0,36.48,66.0,1.66,2.876,1.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,13.0,1.0,0.32,0.0,5.0,2.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.8,0.96,2.0,13.043,4.7256,0.0,0.0,0.0,80.0,12.0,-2.0,3.0
-0.152,0.864,13.102,90.0,-0.244,8.0,78.0,30.8,8.0,63.0,90.0,82.8,195.084,69.764448,15.9994,54.8,2041.4,1986.6,637.0704,16.0,2.0,1.68,2.0,34.08,66.0,1.34,2.94,1.0,4.0,4.0,4.0,10.0,3.8,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.6,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.41966667,7.737466667,0.0,0.464,0.0,82.6,12.0,-2.0,4.0
-0.143,1.096,14.766,90.0,-3.897,8.0,83.0,30.4,8.0,59.0,87.0,81.2,208.9804,67.172904,15.9994,54.8,2237.0,2182.2,659.136,16.0,2.0,1.68,2.0,37.92,66.0,1.42,2.924,1.0,4.0,4.0,4.0,10.0,3.6,0.0,14.0,29.0,1.0,0.32,0.0,3.0,1.8,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.4,0.48,2.0,14.781,7.2676,0.0,0.0,0.0,54.6,12.0,-2.0,3.0
-0.143,1.096,14.766,90.0,-3.897,8.0,83.0,30.4,8.0,59.0,87.0,81.2,208.9804,67.172904,15.9994,54.8,2237.0,2182.2,659.136,16.0,2.0,1.68,2.0,37.92,66.0,1.42,2.924,1.0,4.0,4.0,4.0,10.0,3.6,0.0,14.0,29.0,1.0,0.32,0.0,3.0,1.8,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.4,0.48,2.0,14.781,7.2676,0.0,0.0,0.0,54.6,12.0,-2.0,3.0
-0.143,1.938,12.257,90.0,-0.686,8.0,78.0,23.2,8.0,63.0,87.0,80.4,195.084,56.340184,15.9994,54.8,2041.4,1986.6,868.512,16.0,2.0,1.2,2.0,27.6,66.0,1.54,2.9,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.32,0.0,4.0,2.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.4,0.64,2.0,12.555,4.14,0.0,0.773,0.0,97.6,12.0,-2.0,4.0
-0.142,1.35,13.767,90.0,-5.231,8.0,49.0,23.4,8.0,56.0,87.0,78.4,114.818,44.133408,15.9994,54.8,2607.0,2552.2,786.708,16.0,2.0,1.44,2.0,37.44,66.0,1.66,2.86,1.0,4.0,4.0,4.0,10.0,3.4,0.0,0.0,13.0,1.0,0.32,0.0,5.0,2.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,3.0,1.2,2.0,13.017,4.6944,0.0,0.0,0.0,73.8,12.0,-2.0,3.0
-0.139,0.842,11.611,90.0,2.026,8.0,78.0,35.6,8.0,57.0,87.0,76.2,195.084,84.795648,15.9994,54.8,3306.0,3251.2,1257.072,16.0,2.0,1.92,2.0,35.52,66.0,1.24,2.96,1.0,4.0,4.0,4.0,9.0,3.0,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.4,0.64,2.0,11.285,2.616,0.0,0.0,0.0,91.0,12.0,-2.0,8.0
-0.138,1.833,10.775,90.0,-6.731,8.0,74.0,25.6,8.0,51.0,87.0,76.2,183.84,52.133088,15.9994,54.8,3695.0,3640.2,1113.8336,16.0,2.0,1.44,2.0,36.48,66.0,1.79,2.866,0.0,4.0,4.0,4.0,10.0,2.8,0.0,14.0,20.0,0.0,0.0,0.0,2.0,1.2,0.0,6.0,1.2,0.0,0.0,0.0,0.0,2.4,1.44,2.0,11.465,2.832,0.0,0.0,0.0,91.8,12.0,-2.0,4.0
-0.137,0.745,11.644,90.0,-0.412,8.0,46.0,23.0,8.0,59.0,87.0,76.4,106.42,42.558408,15.9994,54.8,2237.0,2182.2,949.308,16.0,2.0,1.44,2.0,35.76,66.0,1.24,2.96,2.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,10.0,1.0,0.32,0.0,2.0,1.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.8,0.72,2.0,11.073,2.3616,0.0,0.0,0.0,97.2,12.0,-2.0,4.0
-0.136,0.941,11.036,90.0,0.004,8.0,78.0,27.0,8.0,63.0,87.0,81.6,195.084,57.121632,15.9994,54.8,2041.4,1986.6,725.232,16.0,2.0,1.44,2.0,29.52,66.0,1.26,2.956,1.0,4.0,4.0,4.0,10.0,3.8,0.0,14.0,24.0,1.0,0.32,0.0,3.0,1.8,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.2,0.32,2.0,12.902,4.5564,0.0,0.0,0.0,85.4,12.0,-2.0,4.0
-0.135,1.347,10.679,90.0,0.78,8.0,76.0,26.4,8.0,57.0,87.0,79.4,190.23,55.409088,15.9994,54.8,3306.0,3251.2,1057.872,16.0,2.0,1.44,2.0,31.68,66.0,1.43,2.906,0.0,4.0,4.0,4.0,10.0,3.2,0.0,14.0,22.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.8,0.96,2.0,12.882,4.5324,0.0,0.383,0.0,91.0,12.0,-2.0,4.0
-0.135,1.497,11.05,90.0,-4.592,8.0,75.0,25.0,8.0,54.0,87.0,74.0,186.207,51.278784,15.9994,54.8,3459.0,3404.2,1238.496,16.0,2.0,1.44,2.0,36.24,66.0,1.61,2.81,0.0,4.0,4.0,4.0,6.0,2.2,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.8,0.0,0.0,0.0,0.0,3.0,1.2,2.0,10.54,1.722,0.0,0.0,0.675412096,91.8,12.0,-2.0,3.0
-0.13,0.602,11.997,90.0,0.91,8.0,79.0,36.0,8.0,60.0,87.0,77.4,196.966569,85.72434456,15.9994,54.8,2739.0,2684.2,952.0152,16.0,2.0,1.92,2.0,34.8,66.0,1.24,3.012,1.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,25.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.0,0.4,2.0,11.645,3.048,0.0,0.0,0.0,97.2,12.0,-2.0,4.0
-0.13,2.191,12.087,90.0,-5.715,8.0,73.0,28.6,8.0,48.0,87.0,74.2,180.94788,61.2885792,15.9994,54.8,3290.0,3235.2,1202.028,16.0,2.0,1.68,2.0,42.48,66.0,1.94,2.804,2.0,4.0,4.0,4.0,10.0,2.6,0.0,14.0,19.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,1.4,0.0,0.0,0.0,0.0,2.6,1.76,2.0,11.969,3.4368,0.0,0.0,0.0,98.0,12.0,-2.0,4.0
-0.129,1.236,8.706,90.0,-5.738,3.0,27.0,10.8,8.0,1.0,87.0,64.0,58.933195,14.4634864,15.9994,54.8,1768.0,1713.2,516.3128,16.0,2.0,0.64,2.0,29.28,66.0,2.46,2.636,1.0,4.0,4.0,4.0,7.0,1.4,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.0,0.4,2.0,10.83066667,2.305066667,0.0,0.0,0.495510784,91.8,12.0,0.0,0.0
-0.128,1.663,7.806,90.0,-0.705,5.0,77.0,21.2,8.0,60.0,87.0,78.6,192.217,56.804704,15.9994,54.8,2739.0,2684.2,1194.576,16.0,2.0,1.28,2.0,22.56,66.0,1.4,2.912,0.0,4.0,4.0,4.0,7.0,1.4,0.0,14.0,23.0,0.0,0.0,0.0,5.0,2.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,9.7395,1.7882,0.0,1.524,0.0,85.4,12.0,-2.0,3.0
-0.123,1.833,12.096,90.0,-4.812,8.0,75.0,34.6,8.0,51.0,87.0,73.2,186.207,81.131568,15.9994,54.8,3695.0,3640.2,1690.656,16.0,2.0,1.92,2.0,43.44,66.0,1.54,2.916,0.0,4.0,4.0,4.0,5.0,1.8,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,6.0,2.2,0.0,0.0,0.0,0.0,3.4,1.68,2.0,11.604,2.9988,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-0.121,0.698,9.833,90.0,-2.679,8.0,29.0,16.2,8.0,61.0,87.0,77.2,63.546,21.657744,15.9994,54.8,1728.0,1673.2,714.2808,16.0,2.0,0.96,2.0,29.76,66.0,1.54,2.826,1.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,11.0,1.0,0.32,0.0,2.0,1.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.8,0.32,2.0,9.741,0.7632,0.0,0.0,0.190526304,97.2,12.0,-2.0,4.0
-0.119,1.212,11.908,90.0,-2.31,8.0,45.0,22.4,8.0,53.0,87.0,74.6,102.9055,40.537608,15.9994,54.8,2430.0,2375.2,1093.776,16.0,2.0,1.44,2.0,37.68,66.0,1.54,2.9,1.0,4.0,4.0,4.0,8.0,2.6,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.4,0.0,0.0,0.0,0.0,2.8,0.96,2.0,11.048,2.3316,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-0.109,2.242,11.992,90.0,-7.068,8.0,77.0,34.8,8.0,48.0,87.0,73.8,192.217,81.8798592,15.9994,54.8,3290.0,3235.2,1420.656,16.0,2.0,1.92,2.0,42.96,66.0,1.94,2.804,0.0,4.0,4.0,4.0,7.0,2.0,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.2,1.52,2.0,11.929,3.3888,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-0.107,1.428,11.893,90.0,-2.294,8.0,75.0,28.4,8.0,53.0,87.0,73.6,186.207,60.529968,15.9994,54.8,3459.0,3404.2,1387.056,16.0,2.0,1.68,2.0,39.84,66.0,1.54,2.824,0.0,4.0,4.0,4.0,5.0,2.0,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,11.251,2.5752,0.0,0.0,0.0,84.8,12.0,-2.0,7.0
