formula,atom a,atom b,lowest distortion,e_form,mu_b,vpa,gap pbe,a,alpha,beta,gamma,e_form oxygen
YUO3,Y,U,cubic,-2.59,0.566,16.738,0,4.374,90,90,90,2.281
FeGdO3,Fe,Gd,orthorhombic,-2.587,1,12.88,1.638,5.532,90,90,90,-5.837
BaMoO3,Ba,Mo,cubic,-2.585,0,13.348,0,4.056,90,90,90,5.505
ZrScO3,Zr,Sc,cubic,-2.585,0.14,12.372,0,3.955,90,90,90,-0.591
PrYbO3,Pr,Yb,cubic,-2.584,0.064,14.208,0,4.142,90,90,90,-1.033
YbSmO3,Yb,Sm,cubic,-2.583,0.2,16.464,0,4.35,90,90,90,-1.644
AcSnO3,Ac,Sn,orthorhombic,-2.582,0,15.772,0,5.942,90,90,90,3.025
CrEuO3,Cr,Eu,orthorhombic,-2.58,0.4,13.527,1.121,5.536,90,90,90,-7.628
MnNdO3,Mn,Nd,orthorhombic,-2.579,0.8,13.679,0.345,5.754,90,90,90,-3.216
DyPmO3,Dy,Pm,cubic,-2.578,0,17.123,0.692,4.407,90,90,90,-1.45
CrYbO3,Cr,Yb,orthorhombic,-2.577,0.4,12.452,1.209,5.434,90,90,90,-6.976
FeLaO3,Fe,La,orthorhombic,-2.577,1,14.207,1.742,5.688,90,90,90,-6.303
ThGaO3,Th,Ga,cubic,-2.577,0,11.942,0,3.909,90,90,90,3.842
ErPuO3,Er,Pu,cubic,-2.576,0.9,16.571,0,4.36,90,90,90,-0.961
CeMoO3,Ce,Mo,orthorhombic,-2.575,0.518,13.226,0,5.559,90,90,90,3.19
DyNpO3,Dy,Np,cubic,-2.574,0.776,17.072,0,4.403,90,90,90,2.464
DyUO3,Dy,U,cubic,-2.574,0.548,16.889,0,4.387,90,90,90,2.268
HoNbO3,Ho,Nb,cubic,-2.574,0,13.003,0,4.021,90,90,90,2.995
TbTaO3,Tb,Ta,cubic,-2.574,0.001,12.83,0,4.003,90,90,90,3.252
ErSmO3,Er,Sm,cubic,-2.573,0,16.759,0.533,4.376,90,90,90,-1.555
LuCoO3,Lu,Co,orthorhombic,-2.573,0,10.328,1.41,5.114,90,90,90,1.89
EuAcO3,Eu,Ac,cubic,-2.572,0.073,19.427,0,4.597,90,90,90,-0.486
ErMgO3,Er,Mg,cubic,-2.572,0.201,10.891,0,3.79,90,90,90,-1.711
PmPrO3,Pm,Pr,cubic,-2.572,0,18.234,0.965,4.501,90,90,90,2.66
GeEuO3,Ge,Eu,orthorhombic,-2.572,0,13.539,2.662,5.203,90,90,90,-6.036
BaWO3,Ba,W,cubic,-2.57,0,13.372,0,4.059,90,90,90,5.861
LaWO3,La,W,orthorhombic,-2.569,0,12.879,0,5.478,90,90,90,3.061
ZrHfO3,Zr,Hf,cubic,-2.568,0.389,13.396,0,4.061,90,90,90,3.708
NpMoO3,Np,Mo,orthorhombic,-2.568,0.922,12.707,0,5.374,90,90,90,2.474
LaAcO3,La,Ac,cubic,-2.568,-0.002,20.589,0.273,4.687,90,90,90,2.449
TmCoO3,Tm,Co,orthorhombic,-2.566,0,10.493,1.392,5.113,90,90,90,2.096
SmLaO3,Sm,La,cubic,-2.566,0,18.469,0.557,4.52,90,90,90,2.17
LuTbO3,Lu,Tb,cubic,-2.565,0,15.633,0.593,4.276,90,90,90,-0.812
TlPaO3,Tl,Pa,cubic,-2.563,0,17.211,3.399,4.415,90,90,90,5.8
TiHfO3,Ti,Hf,cubic,-2.561,0.4,13.202,0,4.041,90,90,90,1.519
USmO3,U,Sm,cubic,-2.56,0.6,17.051,0,4.401,90,90,90,2.588
PrCeO3,Pr,Ce,cubic,-2.558,0,18.884,0.881,4.554,90,90,90,2.634
CrUO3,Cr,U,cubic,-2.557,1.2,15.939,0,4.303,90,90,90,3.426
NpPaO3,Np,Pa,cubic,-2.557,1.174,18.079,0,4.488,90,90,90,3.381
EuCeO3,Eu,Ce,cubic,-2.557,0.2,18.15,0,4.494,90,90,90,-1.183
MnPrO3,Mn,Pr,orthorhombic,-2.555,0.8,13.935,0.333,5.744,90,90,90,-3.338
LuSiO3,Lu,Si,cubic,-2.554,0.001,9.658,0,3.642,90,90,90,4.364
BeEuO3,Be,Eu,orthorhombic,-2.554,0,10.738,2.446,5.065,90,90,90,-8.264
MnTbO3,Mn,Tb,orthorhombic,-2.552,0.8,12.685,0.245,5.646,90,90,90,-2.675
LuTaO3,Lu,Ta,cubic,-2.552,0,12.78,0,3.998,90,90,90,2.596
TmMgO3,Tm,Mg,cubic,-2.551,0.2,10.823,0,3.782,90,90,90,-1.829
GdNdO3,Gd,Nd,cubic,-2.551,0,17.658,0.78,4.453,90,90,90,-1.457
TmPuO3,Tm,Pu,cubic,-2.55,0.891,16.579,0,4.36,90,90,90,2.549
GeAcO3,Ge,Ac,orthorhombic,-2.55,0,16.432,0,5.918,90,90,90,-3.55
HfCdO3,Hf,Cd,orthorhombic,-2.549,0,12.81,2.471,5.597,90,90,90,-7.342
ScErO3,Sc,Er,cubic,-2.549,0,14.845,0.69,4.203,90,90,90,-1.591
YbPmO3,Yb,Pm,cubic,-2.549,0.2,16.645,0,4.366,90,90,90,-1.616
HoPmO3,Ho,Pm,cubic,-2.547,0,17.103,0.52,4.406,90,90,90,-1.72
AcGeO3,Ac,Ge,orthorhombic,-2.547,0,13.62,0,5.744,90,90,90,3.511
HoNpO3,Ho,Np,cubic,-2.547,0.769,17.052,0,4.401,90,90,90,2.034
ErNbO3,Er,Nb,cubic,-2.547,0,12.992,0,4.02,90,90,90,2.89
CaSmO3,Ca,Sm,cubic,-2.543,0.2,16.855,0,4.384,90,90,90,-1.367
CrHfO3,Cr,Hf,cubic,-2.54,0.799,13.358,0,4.057,90,90,90,1.664
HoCoO3,Ho,Co,orthorhombic,-2.54,0,10.662,1.399,5.157,90,90,90,2.32
SmPrO3,Sm,Pr,cubic,-2.54,0,18.21,0.993,4.499,90,90,90,2.566
NbRbO3,Nb,Rb,orthorhombic,-2.538,0,19.351,3.347,6.027,90,90,90,-21.272
WEuO3,W,Eu,rhombohedral,-2.538,0,15.144,0.928,5.838,63.5,63.5,63.5,-15.419
TmBO3,Tm,B,cubic,-2.537,0,8.012,3.153,3.422,90,90,90,5.493
TmSmO3,Tm,Sm,cubic,-2.537,0,16.736,0.355,4.374,90,90,90,-1.761
MgThO3,Mg,Th,cubic,-2.537,-0.001,18.682,0,4.537,90,90,90,2.296
LaGeO3,La,Ge,rhombohedral,-2.537,0,12.882,0,5.623,61.1,61.1,61.1,3.222
ZrTiO3,Zr,Ti,cubic,-2.535,0.178,11.325,0,3.84,90,90,90,2.821
TbSmO3,Tb,Sm,cubic,-2.535,0,16.841,1.073,4.383,90,90,90,-0.748
ScTaO3,Sc,Ta,cubic,-2.534,0.197,12.534,0,3.972,90,90,90,3.492
NdPaO3,Nd,Pa,cubic,-2.533,0.303,17.909,0,4.474,90,90,90,3.571
YbLaO3,Yb,La,cubic,-2.533,0.189,17.574,0,4.446,90,90,90,-1.381
PaTmO3,Pa,Tm,cubic,-2.533,0.387,14.962,0,4.214,90,90,90,3.81
FePmO3,Fe,Pm,orthorhombic,-2.532,1,13.471,1.787,5.614,90,90,90,-6.993
SmGeO3,Sm,Ge,orthorhombic,-2.531,0,12.471,0,5.442,90,90,90,3.064
LaTcO3,La,Tc,orthorhombic,-2.531,0.392,12.754,0,5.497,90,90,90,2.914
ErBO3,Er,B,cubic,-2.53,0,8.096,3.096,3.434,90,90,90,5.502
ThNdO3,Th,Nd,cubic,-2.53,0.001,17.778,0,4.463,90,90,90,1.698
EuTcO3,Eu,Tc,orthorhombic,-2.529,0.268,11.721,0,5.446,90,90,90,3.834
ErUO3,Er,U,cubic,-2.528,0.527,16.835,0,4.383,90,90,90,1.558
VHfO3,V,Hf,cubic,-2.528,0.6,13.25,0,4.046,90,90,90,3.531
HoBO3,Ho,B,cubic,-2.528,0,8.163,3.049,3.443,90,90,90,5.471
BiHfO3,Bi,Hf,orthorhombic,-2.527,0.003,13.754,0,5.725,90,90,90,4.027
CrTaO3,Cr,Ta,orthorhombic,-2.527,0.95,11.48,0,5.398,90,90,90,5.251
DyBO3,Dy,B,cubic,-2.526,0,8.244,3.002,3.454,90,90,90,5.458
PmGeO3,Pm,Ge,orthorhombic,-2.526,0,12.563,0,5.466,90,90,90,3.113
LuBO3,Lu,B,cubic,-2.525,0,7.901,3.125,3.406,90,90,90,5.405
TbSiO3,Tb,Si,cubic,-2.524,0,10.048,0,3.69,90,90,90,4.622
ErNpO3,Er,Np,cubic,-2.521,0.761,17.041,0,4.4,90,90,90,2.006
ZrNaO3,Zr,Na,orthorhombic,-2.521,0.052,13.311,0,5.23,90,90,90,-4.743
TmNbO3,Tm,Nb,cubic,-2.518,0,12.974,0,4.018,90,90,90,2.767
TbPuO3,Tb,Pu,cubic,-2.518,0.919,16.564,0,4.359,90,90,90,-0.554
NdCeO3,Nd,Ce,cubic,-2.517,0,18.828,0.73,4.549,90,90,90,2.475
ErPmO3,Er,Pm,cubic,-2.515,0,17.07,0.344,4.403,90,90,90,-1.673
GdBO3,Gd,B,cubic,-2.513,0,8.405,2.803,3.477,90,90,90,5.367
AgUO3,Ag,U,rhombohedral,-2.513,0.2,14.714,2.636,6.032,57.7,57.7,57.7,3.748
CaPmO3,Ca,Pm,cubic,-2.511,0.2,17.023,0,4.399,90,90,90,-1.382
NdGeO3,Nd,Ge,orthorhombic,-2.51,0,12.733,0,5.5,90,90,90,3.182
SnThO3,Sn,Th,cubic,-2.51,0,19.05,0.645,4.567,90,90,90,3.095
MnAlO3,Mn,Al,orthorhombic,-2.509,0.8,8.943,0,4.793,90,90,90,-0.538
CeSnO3,Ce,Sn,orthorhombic,-2.509,0,15.004,0,5.801,90,90,90,2.823
UPmO3,U,Pm,cubic,-2.507,0.6,17.331,0,4.425,90,90,90,0.672
LuPuO3,Lu,Pu,cubic,-2.506,0.874,16.523,0,4.355,90,90,90,2.614
LuMgO3,Lu,Mg,cubic,-2.506,0.198,10.73,0,3.772,90,90,90,-2.022
LaCoO3,La,Co,orthorhombic,-2.505,0.403,11.446,0,5.44,90,90,90,2.964
TmUO3,Tm,U,cubic,-2.505,0.514,16.852,0,4.384,90,90,90,1.536
TlHfO3,Tl,Hf,orthorhombic,-2.504,0,13.505,0,5.706,90,90,90,0.974
CsZrO3,Cs,Zr,cubic,-2.502,0.2,15.888,0,4.299,90,90,90,-0.121
YNdO3,Y,Nd,cubic,-2.502,0,17.67,0.825,4.454,90,90,90,-1.797
YbTcO3,Yb,Tc,orthorhombic,-2.501,0.326,11.202,0,5.261,90,90,90,2.947
AcWO3,Ac,W,orthorhombic,-2.501,0.003,13.405,0,5.669,90,90,90,3.492
ScHoO3,Sc,Ho,cubic,-2.501,0,15.091,0.687,4.226,90,90,90,-1.919
PmWO3,Pm,W,orthorhombic,-2.5,-0.001,12.385,0,5.321,90,90,90,2.089
WYbO3,W,Yb,rhombohedral,-2.5,0.001,14.644,0.685,5.95,59.3,59.3,59.3,-13.326
SmYbO3,Sm,Yb,cubic,-2.5,-0.158,13.968,0,4.118,90,90,90,-1.411
TiAlO3,Ti,Al,cubic,-2.499,0.2,9.244,0,3.589,90,90,90,2.463
InZrO3,In,Zr,rhombohedral,-2.498,0,13.359,0,5.698,60.9,60.9,60.9,2.912
ZnPaO3,Zn,Pa,rhombohedral,-2.497,0.2,14.663,1.523,6.136,55.6,55.6,55.6,3.359
TbNbO3,Tb,Nb,cubic,-2.497,0.001,13.042,0,4.025,90,90,90,3.209
SmTcO3,Sm,Tc,orthorhombic,-2.497,0.389,12.16,0,5.34,90,90,90,1.831
PrGeO3,Pr,Ge,orthorhombic,-2.496,0,12.886,0,5.533,90,90,90,3.236
CdPuO3,Cd,Pu,orthorhombic,-2.495,0.8,14.211,1.77,5.726,90,90,90,2.051
TmNpO3,Tm,Np,cubic,-2.494,0.751,17.067,0,4.403,90,90,90,1.718
NbNaO3,Nb,Na,orthorhombic,-2.492,0,13.091,2.601,5.522,90,90,90,-10.647
LaEuO3,La,Eu,cubic,-2.492,0.137,15.833,0,4.294,90,90,90,-1.022
YbNdO3,Yb,Nd,cubic,-2.492,0.2,17.07,0,4.403,90,90,90,-1.651
MnTaO3,Mn,Ta,orthorhombic,-2.49,0.8,11.181,0,5.262,90,90,90,4.948
PuWO3,Pu,W,cubic,-2.49,1.188,12.841,0,4.004,90,90,90,3.86
PmTcO3,Pm,Tc,orthorhombic,-2.49,0.388,12.267,0,5.357,90,90,90,1.999
MgTaO3,Mg,Ta,cubic,-2.49,0,12.58,0,3.977,90,90,90,4.98
SnTiO3,Sn,Ti,tetragonal,-2.488,0,12.534,0.744,3.867,90,90,90,4.657
SmCoO3,Sm,Co,orthorhombic,-2.487,0.4,11.162,0,5.289,90,90,90,2.931
MnSiO3,Mn,Si,orthorhombic,-2.487,1,8.709,3.851,4.928,90,90,90,5.482
YBO3,Y,B,cubic,-2.487,0,8.307,2.953,3.463,90,90,90,5.345
DyNdO3,Dy,Nd,cubic,-2.487,0,17.598,0.497,4.448,90,90,90,-1.117
AcTcO3,Ac,Tc,orthorhombic,-2.487,0.397,13.358,0,5.652,90,90,90,3.73
ScCrO3,Sc,Cr,cubic,-2.486,0.6,10.702,0.436,3.768,90,90,90,2.781
LaCaO3,La,Ca,cubic,-2.484,0.2,14.681,0,4.187,90,90,90,-1.704
PaMgO3,Pa,Mg,cubic,-2.484,0.2,11.029,0,3.806,90,90,90,3.097
NpGeO3,Np,Ge,orthorhombic,-2.482,0.798,12.842,0,5.546,90,90,90,3.955
TmPmO3,Tm,Pm,cubic,-2.48,0,17.048,0,4.401,90,90,90,-2.151
ScUO3,Sc,U,cubic,-2.48,0.579,16.403,0,4.345,90,90,90,3.072
SmPaO3,Sm,Pa,cubic,-2.48,0.308,17.873,0,4.471,90,90,90,3.036
PmCoO3,Pm,Co,orthorhombic,-2.479,0.4,11.223,0,5.313,90,90,90,2.99
CeGeO3,Ce,Ge,orthorhombic,-2.479,0,13.068,0,5.575,90,90,90,3.297
TbPmO3,Tb,Pm,cubic,-2.478,0,17.16,1.041,4.411,90,90,90,-0.382
LuSmO3,Lu,Sm,cubic,-2.478,0,16.714,0,4.372,90,90,90,-1.156
PmCeO3,Pm,Ce,cubic,-2.477,0,18.779,0.759,4.545,90,90,90,2.324
SmBO3,Sm,B,cubic,-2.474,0,8.649,2.677,3.51,90,90,90,5.211
LuUO3,Lu,U,cubic,-2.473,0.451,16.973,0,4.395,90,90,90,1.311
TbNpO3,Tb,Np,cubic,-2.471,0.782,17.168,0,4.411,90,90,90,2.531
NdTcO3,Nd,Tc,orthorhombic,-2.469,0.389,12.448,0,5.39,90,90,90,2.231
PrWO3,Pr,W,orthorhombic,-2.469,0.001,12.729,0,5.371,90,90,90,2.545
TmZnO3,Tm,Zn,orthorhombic,-2.469,0,10.986,0,5.187,90,90,90,-0.492
GdPrO3,Gd,Pr,cubic,-2.468,0,18.13,0.601,4.492,90,90,90,-2.045
LuNbO3,Lu,Nb,cubic,-2.467,0,12.973,0,4.018,90,90,90,2.619
GeCeO3,Ge,Ce,orthorhombic,-2.466,0,15.221,0,5.774,90,90,90,-4.155
ThLaO3,Th,La,cubic,-2.466,0.001,18.489,0,4.522,90,90,90,0.496
AcSbO3,Ac,Sb,orthorhombic,-2.465,0,16.31,0.296,5.98,90,90,90,2.835
PbTmO3,Pb,Tm,orthorhombic,-2.464,0,14.402,0,5.744,90,90,90,-0.874
TbUO3,Tb,U,cubic,-2.464,0.556,16.794,0,4.379,90,90,90,1.95
ZrRbO3,Zr,Rb,orthorhombic,-2.464,0.2,17.128,1.244,6.546,90,90,90,-16.391
FeCeO3,Fe,Ce,orthorhombic,-2.463,1,14.287,1.584,5.697,90,90,90,-6.169
PmBO3,Pm,B,cubic,-2.462,0,8.751,2.59,3.524,90,90,90,5.137
USiO3,U,Si,cubic,-2.462,0.734,10.727,0,3.771,90,90,90,3.318
CeAcO3,Ce,Ac,cubic,-2.462,0,20.385,0,4.671,90,90,90,1.916
BaCrO3,Ba,Cr,orthorhombic,-2.461,0.4,12.39,0.258,5.607,90,90,90,1.778
ErZnO3,Er,Zn,orthorhombic,-2.459,-0.002,11.089,0,5.21,90,90,90,-0.385
NaTiO3,Na,Ti,cubic,-2.459,0.083,11.577,0,3.868,90,90,90,-0.301
NpTcO3,Np,Tc,orthorhombic,-2.457,0.4,12.416,0,5.301,90,90,90,2.192
HoNdO3,Ho,Nd,cubic,-2.456,0,17.601,0.331,4.448,90,90,90,-2.305
NdCoO3,Nd,Co,orthorhombic,-2.456,0.4,11.251,0,5.348,90,90,90,3.124
CaNdO3,Ca,Nd,cubic,-2.455,0.2,17.345,0,4.426,90,90,90,-1.416
LiTiO3,Li,Ti,orthorhombic,-2.454,0.199,9.643,0,5.08,90,90,90,-0.779
PrTcO3,Pr,Tc,orthorhombic,-2.451,0.39,12.616,0,5.428,90,90,90,2.453
ScDyO3,Sc,Dy,cubic,-2.451,0,15.377,0.464,4.252,90,90,90,-2.252
MoYbO3,Mo,Yb,orthorhombic,-2.45,0.398,12.85,0,5.502,90,90,90,-10.578
EuReO3,Eu,Re,orthorhombic,-2.45,-0.002,11.845,0,5.458,90,90,90,3.283
CeWO3,Ce,W,orthorhombic,-2.449,0,12.918,0,5.405,90,90,90,2.795
ScBeO3,Sc,Be,cubic,-2.449,-0.013,8.114,0,3.436,90,90,90,-2.106
LuNpO3,Lu,Np,cubic,-2.448,0.736,17.011,0,4.398,90,90,90,1.495
PbErO3,Pb,Er,orthorhombic,-2.446,0,14.584,0,5.766,90,90,90,-0.941
YLaO3,Y,La,cubic,-2.446,0,18.419,0.387,4.516,90,90,90,-2.941
ThPrO3,Th,Pr,cubic,-2.444,0.003,18.143,0,4.493,90,90,90,1.508
SmCeO3,Sm,Ce,cubic,-2.444,0,18.747,0.779,4.543,90,90,90,-1.929
KTiO3,K,Ti,tetragonal,-2.443,0.201,12.265,0,3.943,90,90,90,-0.13
CrSrO3,Cr,Sr,orthorhombic,-2.443,0.4,14.672,1.367,5.503,90,90,90,-14.856
MoEuO3,Mo,Eu,orthorhombic,-2.442,0.188,13.797,0,5.43,90,90,90,-12.294
YbPrO3,Yb,Pr,cubic,-2.441,0.2,17.502,0,4.44,90,90,90,-1.717
GdYbO3,Gd,Yb,cubic,-2.441,0.158,13.821,0,4.104,90,90,90,-1.69
LaBO3,La,B,cubic,-2.441,0,9.267,2.138,3.592,90,90,90,4.68
EuBaO3,Eu,Ba,orthorhombic,-2.44,0,17.65,2.094,6.58,90,90,90,-1.762
LuNiO3,Lu,Ni,orthorhombic,-2.44,0.2,10.119,0,5.054,90,90,90,0.736
SbHfO3,Sb,Hf,orthorhombic,-2.438,0.001,13.398,0,5.678,90,90,90,3.791
CdTiO3,Cd,Ti,orthorhombic,-2.435,0,10.987,2.225,5.299,90,90,90,3.466
GaPaO3,Ga,Pa,orthorhombic,-2.435,0,15.708,2.72,6.024,90,90,90,5.587
TmNiO3,Tm,Ni,orthorhombic,-2.435,0.2,10.252,0,5.096,90,90,90,0.857
EuSbO3,Eu,Sb,orthorhombic,-2.434,0,13.617,0,5.676,90,90,90,2.693
ScPuO3,Sc,Pu,cubic,-2.434,0.998,16.282,0,4.334,90,90,90,-1.12
GdZnO3,Gd,Zn,orthorhombic,-2.434,0,11.486,0,5.274,90,90,90,-0.05
CoDyO3,Co,Dy,rhombohedral,-2.431,0.799,13.398,1.607,5.988,55,55,55,-4.651
EuGaO3,Eu,Ga,rhombohedral,-2.43,0.199,11.255,0,5.329,62.3,62.3,62.3,-0.252
PaHoO3,Pa,Ho,cubic,-2.428,0.389,15.421,0,4.256,90,90,90,3.413
ScYO3,Sc,Y,cubic,-2.427,0,15.373,0.665,4.252,90,90,90,-2.179
DyLaO3,Dy,La,cubic,-2.427,0,18.299,0,4.506,90,90,90,2.068
CeTcO3,Ce,Tc,orthorhombic,-2.426,0.393,12.803,0,5.478,90,90,90,2.744
GdPaO3,Gd,Pa,cubic,-2.426,0.295,17.779,0,4.463,90,90,90,2.874
AcCoO3,Ac,Co,rhombohedral,-2.426,0.592,11.94,0,5.522,60.1,60.1,60.1,3.33
CuPaO3,Cu,Pa,rhombohedral,-2.425,0,13.659,2.633,5.994,55.6,55.6,55.6,4.128
ErNdO3,Er,Nd,cubic,-2.424,0,17.56,0,4.445,90,90,90,-2.591
ThEuO3,Th,Eu,cubic,-2.424,0.011,16.145,0,4.322,90,90,90,-2.885
CeCoO3,Ce,Co,orthorhombic,-2.423,0.4,11.414,0,5.398,90,90,90,3.21
YZnO3,Y,Zn,orthorhombic,-2.423,0,11.326,0,5.255,90,90,90,-0.209
LaZnO3,La,Zn,orthorhombic,-2.422,0,12.144,0,5.52,90,90,90,0.433
ErNiO3,Er,Ni,orthorhombic,-2.422,0.2,10.367,0,5.116,90,90,90,0.935
TlTaO3,Tl,Ta,tetragonal,-2.422,0,13.343,0.836,4.037,90,90,90,5.427
LuPmO3,Lu,Pm,cubic,-2.42,0,17.017,0,4.398,90,90,90,-2.609
YPrO3,Y,Pr,cubic,-2.419,0,18.136,0.619,4.493,90,90,90,-2.36
PmPuO3,Pm,Pu,cubic,-2.419,0.968,22.161,0,4.803,90,90,90,-0.823
WBaO3,W,Ba,rhombohedral,-2.419,0,18.913,1.695,6.269,63.9,63.9,63.9,-18.683
YbReO3,Yb,Re,orthorhombic,-2.419,-0.007,11.283,0,5.266,90,90,90,2.418
PrAcO3,Pr,Ac,cubic,-2.418,0,20.551,0,4.684,90,90,90,1.878
HgHfO3,Hg,Hf,rhombohedral,-2.418,0,12.975,1.478,5.758,58.3,58.3,58.3,0.852
EuFeO3,Eu,Fe,orthorhombic,-2.417,0.8,10.78,0,5.324,90,90,90,1.667
NpAcO3,Np,Ac,cubic,-2.417,0.8,20.378,0,4.671,90,90,90,1.788
Ti2O3,Ti,Ti,cubic,-2.417,0.384,11.154,0,3.821,90,90,90,2.661
AcZnO3,Ac,Zn,orthorhombic,-2.416,0,12.54,0,5.587,90,90,90,0.739
LaAsO3,La,As,orthorhombic,-2.415,0,13.681,0,5.658,90,90,90,3.038
HoNiO3,Ho,Ni,orthorhombic,-2.415,0.2,10.449,0,5.143,90,90,90,0.995
NpBO3,Np,B,cubic,-2.414,0.8,9.112,0,3.572,90,90,90,4.958
MgEuO3,Mg,Eu,orthorhombic,-2.413,0,12.876,2.525,5.899,90,90,90,-4.319
CoYO3,Co,Y,rhombohedral,-2.413,0.8,13.471,1.763,5.999,54.9,54.9,54.9,-4.168
WSrO3,W,Sr,rhombohedral,-2.413,0,16.614,1.361,6.037,63.1,63.1,63.1,-16.873
InThO3,In,Th,cubic,-2.411,-0.149,18.845,0,4.55,90,90,90,0.258
GdRhO3,Gd,Rh,orthorhombic,-2.408,0,11.717,0.966,5.291,90,90,90,0.071
DyNiO3,Dy,Ni,orthorhombic,-2.408,0.2,10.539,0,5.166,90,90,90,1.062
YPaO3,Y,Pa,cubic,-2.407,0.334,17.775,0,4.463,90,90,90,3.01
CaPrO3,Ca,Pr,cubic,-2.407,0.2,17.748,0,4.46,90,90,90,-1.401
TiLiO3,Ti,Li,orthorhombic,-2.407,0.139,9.459,0,4.842,90,90,90,-4.334
ScNbO3,Sc,Nb,cubic,-2.405,0.161,12.75,0,3.995,90,90,90,3.214
LiLaO3,Li,La,orthorhombic,-2.405,0,12.879,2.829,5.849,90,90,90,-1.742
DyPrO3,Dy,Pr,cubic,-2.403,0,18.062,0.321,4.487,90,90,90,-2.614
MoAcO3,Mo,Ac,rhombohedral,-2.403,0.2,16.382,0,5.917,65.4,65.4,65.4,-8.478
PuTcO3,Pu,Tc,rhombohedral,-2.403,1.117,12.358,0,5.391,65.3,65.3,65.3,1.436
SmZnO3,Sm,Zn,orthorhombic,-2.402,0,11.701,0,5.327,90,90,90,0.146
PbScO3,Pb,Sc,orthorhombic,-2.402,-0.001,13.089,0,5.582,90,90,90,-0.488
CeEuO3,Ce,Eu,cubic,-2.401,0.158,15.852,0,4.296,90,90,90,-1.015
PrBO3,Pr,B,cubic,-2.4,0,9.076,2.243,3.567,90,90,90,4.889
PbYO3,Pb,Y,orthorhombic,-2.399,0,14.833,0,5.791,90,90,90,-0.732
ZrLuO3,Zr,Lu,cubic,-2.399,0.193,14.065,0,4.128,90,90,90,-2.884
TbCoO3,Tb,Co,orthorhombic,-2.398,0.401,10.841,0,5.2,90,90,90,2.511
AcAsO3,Ac,As,orthorhombic,-2.398,0,14.355,0,5.78,90,90,90,3.634
GaTaO3,Ga,Ta,tetragonal,-2.396,0,12.719,0.989,3.966,90,90,90,5.757
SnUO3,Sn,U,cubic,-2.396,0.274,16.719,0,4.372,90,90,90,3.267
LaRuO3,La,Ru,orthorhombic,-2.396,0.196,12.563,0,5.453,90,90,90,2.045
HoLaO3,Ho,La,cubic,-2.396,0,18.324,0,4.508,90,90,90,1.942
PmZnO3,Pm,Zn,orthorhombic,-2.395,0,11.806,0,5.364,90,90,90,0.243
CeCaO3,Ce,Ca,cubic,-2.39,0.2,14.536,0,4.173,90,90,90,-1.451
PuYbO3,Pu,Yb,cubic,-2.39,0.952,14.051,0,4.126,90,90,90,-2.625
GdNiO3,Gd,Ni,orthorhombic,-2.39,0.2,10.708,0,5.216,90,90,90,1.181
TbBO3,Tb,B,cubic,-2.39,0,8.318,2.961,3.465,90,90,90,5.397
YYbO3,Y,Yb,cubic,-2.389,-0.158,13.809,0,4.102,90,90,90,-1.872
GaEuO3,Ga,Eu,orthorhombic,-2.389,0.2,13.375,0.695,5.225,90,90,90,-6.403
TmNdO3,Tm,Nd,cubic,-2.389,0,17.55,0,4.444,90,90,90,-2.718
SnEuO3,Sn,Eu,orthorhombic,-2.389,0,14.788,0.88,5.707,90,90,90,-5.394
ULaO3,U,La,cubic,-2.388,0.601,19.16,0,4.576,90,90,90,1.159
TbNdO3,Tb,Nd,cubic,-2.388,0,17.645,0.664,4.452,90,90,90,-1.764
BiZrO3,Bi,Zr,orthorhombic,-2.388,0,14.066,0,5.774,90,90,90,3.628
PbGdO3,Pb,Gd,orthorhombic,-2.387,0.001,15.16,0,5.838,90,90,90,-0.992
LaRhO3,La,Rh,orthorhombic,-2.386,0,12.605,0.674,5.503,90,90,90,1.14
YbFeO3,Yb,Fe,orthorhombic,-2.384,0.799,10.36,0,5.221,90,90,90,1.336
DyYbO3,Dy,Yb,cubic,-2.384,0.2,13.713,0,4.093,90,90,90,-1.931
SnPaO3,Sn,Pa,orthorhombic,-2.384,0.2,16.177,2.036,5.929,90,90,90,3.83
Zr2O3,Zr,Zr,cubic,-2.382,0.382,13.915,0,4.113,90,90,90,3.218
MgPaO3,Mg,Pa,cubic,-2.381,0.009,16.741,0,4.374,90,90,90,4.613
YNiO3,Y,Ni,orthorhombic,-2.381,0.2,10.601,0,5.182,90,90,90,1.035
DyPaO3,Dy,Pa,cubic,-2.38,0.284,17.755,0,4.461,90,90,90,2.637
NaWO3,Na,W,cubic,-2.38,0,11.801,0,3.893,90,90,90,5.438
PaDyO3,Pa,Dy,cubic,-2.379,0.391,15.67,0,4.279,90,90,90,3.282
YbCeO3,Yb,Ce,cubic,-2.379,0.2,18.026,0,4.484,90,90,90,-1.777
MnUO3,Mn,U,cubic,-2.377,1.278,16.208,0,4.327,90,90,90,3.612
NdZnO3,Nd,Zn,orthorhombic,-2.377,0,11.958,0,5.395,90,90,90,0.328
LaNiO3,La,Ni,orthorhombic,-2.376,0.215,11.329,0,5.402,90,90,90,1.465
RbTiO3,Rb,Ti,tetragonal,-2.375,0.199,14.325,0,3.888,90,90,90,-0.395
NdAcO3,Nd,Ac,cubic,-2.374,0,20.452,0,4.676,90,90,90,1.695
CaAcO3,Ca,Ac,cubic,-2.373,0.084,19.615,0,4.612,90,90,90,-0.53
