formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,c,alpha,gamma,e_form oxygen
MnYO3,Mn,Y,cubic,-1.828,1.132,0.8,15.647,0,4.277,4.277,90,90,-2.709
ScNiO3,Sc,Ni,cubic,-1.827,0.573,0.2,9.674,0,3.644,3.644,90,90,0.13
ZnPuO3,Zn,Pu,cubic,-1.827,0.789,0.685,15.805,0,4.291,4.291,90,90,-0.617
VErO3,V,Er,cubic,-1.826,1.455,0.4,15.111,0,4.228,4.228,90,90,-5.367
RhUO3,Rh,U,cubic,-1.826,0.777,0.2,15.838,0,4.294,4.294,90,90,1.61
AsZrO3,As,Zr,cubic,-1.825,0.837,-0.004,14.031,0,4.124,4.124,90,90,-0.708
SbHoO3,Sb,Ho,cubic,-1.825,0.902,0,15.65,0,4.277,4.277,90,90,-2.668
TmAsO3,Tm,As,cubic,-1.825,0.864,0,12.578,0,3.977,3.977,90,90,1.938
TmReO3,Tm,Re,cubic,-1.823,0.936,0.155,12.19,0,3.935,3.935,90,90,-0.238
ZrPmO3,Zr,Pm,cubic,-1.822,1.661,0.2,16.92,0,4.39,4.39,90,90,-6.026
ScAgO3,Sc,Ag,orthorhombic,-1.822,0.194,0,11.508,0,5.176,8.06,90,90,-1.495
PaNiO3,Pa,Ni,cubic,-1.822,0.533,0.126,10.976,0,3.8,3.8,90,90,1.724
NaPrO3,Na,Pr,cubic,-1.821,0.549,0.4,18.837,0,4.55,4.55,90,90,-1.539
HfMnO3,Hf,Mn,cubic,-1.819,1.299,0.773,10.879,0,3.789,3.789,90,90,1.45
BeTaO3,Be,Ta,cubic,-1.819,1.121,-0.148,12.253,0,3.942,3.942,90,90,1.696
TiYO3,Ti,Y,cubic,-1.818,1.66,0.212,15.405,0,4.255,4.255,90,90,-5.158
ScSnO3,Sc,Sn,cubic,-1.817,0.98,0.177,13.074,0,4.028,4.028,90,90,2.168
AcTeO3,Ac,Te,cubic,-1.817,0.558,0.001,16.423,0,4.346,4.346,90,90,2.116
UAsO3,U,As,cubic,-1.816,0.957,0.657,13.098,0,4.031,4.031,90,90,1.42
TlErO3,Tl,Er,cubic,-1.816,0.601,-0.389,16.135,0,4.321,4.321,90,90,-2.99
SnSmO3,Sn,Sm,cubic,-1.816,0.992,-0.2,17.249,0,4.418,4.418,90,90,-2.933
TaHfO3,Ta,Hf,cubic,-1.814,1.366,0.594,13.342,0,4.056,4.056,90,90,-3.616
NbPbO3,Nb,Pb,rhombohedral,-1.811,0.489,0,15.75,0,5.732,5.732,68.7,68.7,-9.306
GeScO3,Ge,Sc,cubic,-1.811,0.943,0.006,13.22,0,4.043,4.043,90,90,-1.646
PmOsO3,Pm,Os,cubic,-1.81,0.551,0.002,12.413,0,3.959,3.959,90,90,0.818
RbReO3,Rb,Re,cubic,-1.807,0.115,0,12.383,0,3.956,3.956,90,90,4.572
InDyO3,In,Dy,cubic,-1.807,1.04,-0.135,15.95,0,4.304,4.304,90,90,-4.266
FeAlO3,Fe,Al,cubic,-1.806,0.652,0.997,9.452,0,3.615,3.615,90,90,-1.638
ErRhO3,Er,Rh,cubic,-1.806,0.609,0.001,11.886,0,3.902,3.902,90,90,-0.384
NpIrO3,Np,Ir,cubic,-1.806,0.739,0.794,12.77,0,3.997,3.997,90,90,0.15
TbRuO3,Tb,Ru,cubic,-1.802,0.56,0.125,11.999,0,3.915,3.915,90,90,0.762
TbAsO3,Tb,As,cubic,-1.802,0.748,0,12.745,0,3.994,3.994,90,90,2.202
TbReO3,Tb,Re,cubic,-1.8,0.749,0.163,12.293,0,3.946,3.946,90,90,0.373
SnTbO3,Sn,Tb,cubic,-1.8,0.916,-0.196,16.311,0,4.337,4.337,90,90,-2.406
PbPrO3,Pb,Pr,cubic,-1.8,0.605,0.2,17.71,0,4.457,4.457,90,90,-1.388
PbAcO3,Pb,Ac,cubic,-1.799,0.608,0.11,19.884,0,4.633,4.633,90,90,-0.558
InMnO3,In,Mn,rhombohedral,-1.799,0.142,0.8,11.094,0,5.391,5.391,60.1,60.1,-0.201
SiPaO3,Si,Pa,cubic,-1.799,1.022,0.006,16.608,0,4.363,4.363,90,90,3.342
CeBiO3,Ce,Bi,cubic,-1.797,0.701,0,17.131,0,4.408,4.408,90,90,1.677
CaPtO3,Ca,Pt,orthorhombic,-1.797,0.047,0,11.714,0.876,5.345,7.7,90,90,-0.262
HfNbO3,Hf,Nb,cubic,-1.795,1.37,0.286,12.824,0,4.003,4.003,90,90,0.433
AsThO3,As,Th,cubic,-1.795,1.229,0.003,18.699,0,4.539,4.539,90,90,-3.355
InWO3,In,W,cubic,-1.795,0.162,0,12.785,0,3.998,3.998,90,90,4.921
RuSrO3,Ru,Sr,rhombohedral,-1.794,0.23,0.4,16.948,0.598,6.36,6.36,57,57,-11.44
GdSbO3,Gd,Sb,cubic,-1.794,0.957,-0.001,14.94,0,4.212,4.212,90,90,1.234
ThOsO3,Th,Os,cubic,-1.793,1.097,0,12.684,0,3.988,3.988,90,90,-0.387
TlDyO3,Tl,Dy,cubic,-1.791,0.602,-0.402,17.195,0,4.414,4.414,90,90,-2.888
ScTcO3,Sc,Tc,cubic,-1.791,0.878,0.345,11.731,0,3.885,3.885,90,90,0.589
PbCrO3,Pb,Cr,orthorhombic,-1.79,0.08,0.468,11.637,0,5.425,7.724,90,90,1.768
RhHfO3,Rh,Hf,cubic,-1.79,0.825,0.599,13.338,0,4.055,4.055,90,90,0.072
CrErO3,Cr,Er,cubic,-1.79,1.427,0.917,15.601,0,4.273,4.273,90,90,-4.65
RhHfO3,Rh,Hf,cubic,-1.79,0.825,0.599,13.338,0,4.055,4.055,90,90,0.072
CdErO3,Cd,Er,cubic,-1.789,0.653,0.202,15.362,0,4.251,4.251,90,90,-2.29
SmOsO3,Sm,Os,cubic,-1.788,0.618,0.003,12.354,0,3.953,3.953,90,90,0.674
VHoO3,V,Ho,cubic,-1.788,1.487,0.401,15.251,0,4.241,4.241,90,90,-5.556
BiSmO3,Bi,Sm,cubic,-1.786,0.801,0.001,17.358,0,4.427,4.427,90,90,-2.646
CoSrO3,Co,Sr,rhombohedral,-1.785,0.133,0.6,16.353,0,6.583,6.583,52,52,-7.768
NaCeO3,Na,Ce,cubic,-1.784,0.556,0.4,19.27,0,4.584,4.584,90,90,-1.582
SbDyO3,Sb,Dy,cubic,-1.783,0.932,0,15.907,0,4.301,4.301,90,90,-2.994
EuCuO3,Eu,Cu,orthorhombic,-1.783,0.059,-0.026,10.542,0,5.269,7.509,90,90,0.065
AgScO3,Ag,Sc,orthorhombic,-1.781,0.235,0.001,11.772,0,5.276,7.918,90,90,-2.029
NbThO3,Nb,Th,cubic,-1.781,1.623,0.6,18.639,0,4.534,4.534,90,90,-4.59
NbInO3,Nb,In,orthorhombic,-1.781,0.52,0.362,12.555,0,5.641,7.525,90,90,-5.317
PdPrO3,Pd,Pr,orthorhombic,-1.781,0.356,0,14.24,0,5.785,8.183,90,90,-5.349
CsVO3,Cs,V,cubic,-1.781,0.6,0,12.665,0,3.986,3.986,90,90,0.368
TmRhO3,Tm,Rh,cubic,-1.78,0.653,0.001,11.866,0,3.9,3.9,90,90,-0.484
SnLaO3,Sn,La,cubic,-1.78,1.044,0.001,18.121,0,4.491,4.491,90,90,-3.04
LuRuO3,Lu,Ru,cubic,-1.779,0.772,0.14,11.816,0,3.895,3.895,90,90,0.094
TiBO3,Ti,B,cubic,-1.779,1.094,0.189,7.239,0,3.308,3.308,90,90,3.148
BeTiO3,Be,Ti,cubic,-1.778,1.354,0,10.925,0,3.794,3.794,90,90,0.033
SnPmO3,Sn,Pm,cubic,-1.778,0.953,-0.004,17.465,0,4.437,4.437,90,90,-3.172
HfTbO3,Hf,Tb,cubic,-1.777,1.73,0.167,15.473,0,4.261,4.261,90,90,-7.388
NbLuO3,Nb,Lu,cubic,-1.776,1.48,0.4,14.095,0,4.131,4.131,90,90,-4.611
InYO3,In,Y,cubic,-1.776,1.05,-0.136,16.177,0,4.325,4.325,90,90,-4.331
CrHoO3,Cr,Ho,cubic,-1.776,1.435,0.776,15.755,0,4.287,4.287,90,90,-4.611
IrEuO3,Ir,Eu,rhombohedral,-1.774,0.323,0.2,15.125,0,6.062,6.062,58.3,58.3,-13.252
ZrCoO3,Zr,Co,cubic,-1.774,0.903,-0.116,9.764,0,3.655,3.655,90,90,1.235
AsPaO3,As,Pa,cubic,-1.769,0.572,0.001,16.587,0,4.361,4.361,90,90,2.575
LiSmO3,Li,Sm,cubic,-1.769,0.763,0.4,17.683,0,4.455,4.455,90,90,-2.137
LuReO3,Lu,Re,cubic,-1.769,0.981,0.138,12.132,0,3.929,3.929,90,90,-0.465
GeLuO3,Ge,Lu,cubic,-1.769,1.062,-0.2,14.708,0,4.19,4.19,90,90,-1.926
PaZnO3,Pa,Zn,cubic,-1.765,0.754,0.204,11.677,0,3.879,3.879,90,90,0.884
NdCdO3,Nd,Cd,cubic,-1.764,0.604,-0.001,13.994,0,4.121,4.121,90,90,-0.394
RuBaO3,Ru,Ba,rhombohedral,-1.763,0.261,0.4,18.194,0.747,6.197,6.197,63.7,63.7,-12.327
PmIrO3,Pm,Ir,cubic,-1.763,0.554,0.001,12.562,0,3.975,3.975,90,90,-0.201
AuTiO3,Au,Ti,orthorhombic,-1.763,0.277,0,11.239,0,5.488,7.425,90,90,-0.149
LaTeO3,La,Te,cubic,-1.762,0.776,0.001,15.711,0,4.283,4.283,90,90,1.895
CdHoO3,Cd,Ho,cubic,-1.761,0.67,0.203,15.542,0,4.267,4.267,90,90,-2.387
PdNbO3,Pd,Nb,orthorhombic,-1.76,0.353,0.2,11.769,0,5.391,7.755,90,90,2.5
KCrO3,K,Cr,tetragonal,-1.76,0.289,0.237,13.099,0,3.614,5.013,90,90,-0.011
AsTiO3,As,Ti,cubic,-1.759,0.669,0.001,11.551,0,3.865,3.865,90,90,0.658
SbYO3,Sb,Y,cubic,-1.759,0.961,0,15.899,0,4.3,4.3,90,90,-2.971
UPdO3,U,Pd,cubic,-1.758,0.793,0.592,12.851,0,4.005,4.005,90,90,0.772
EuTlO3,Eu,Tl,orthorhombic,-1.756,0.088,0.047,14.166,0,5.709,8.144,90,90,-0.874
PdCeO3,Pd,Ce,orthorhombic,-1.756,0.351,0,14.554,0,5.847,8.22,90,90,-5.49
YSbO3,Y,Sb,cubic,-1.756,0.965,0,14.858,0,4.204,4.204,90,90,1.154
CuPuO3,Cu,Pu,cubic,-1.756,0.523,0.601,15.125,0.801,4.229,4.229,90,90,0.726
PbCeO3,Pb,Ce,cubic,-1.755,0.622,0.197,18.335,0,4.509,4.509,90,90,-1.369
TeTiO3,Te,Ti,cubic,-1.754,0.581,-0.003,12.204,0,3.937,3.937,90,90,2.349
TlVO3,Tl,V,orthorhombic,-1.754,0.216,0.399,11.634,0,5.406,7.807,90,90,1.822
RhYbO3,Rh,Yb,orthorhombic,-1.754,0.36,0,12.146,0,5.663,7.555,90,90,-8.752
EuSrO3,Eu,Sr,cubic,-1.754,0.901,-0.081,16.601,0,4.362,4.362,90,90,-2.838
ThIrO3,Th,Ir,cubic,-1.754,1.107,0,12.993,0,4.02,4.02,90,90,-0.592
NbHgO3,Nb,Hg,orthorhombic,-1.753,0.324,0,16.402,0,5.568,9.406,90,90,-10.886
EuNaO3,Eu,Na,orthorhombic,-1.751,0.234,0,12.024,0,5.995,6.374,90,90,-2.046
PbMoO3,Pb,Mo,tetragonal,-1.751,0.137,0,12.931,0,3.999,4.043,90,90,4.758
VDyO3,V,Dy,cubic,-1.75,1.521,0.4,15.483,0,4.262,4.262,90,90,-5.732
TeScO3,Te,Sc,cubic,-1.749,0.749,0,13.235,0,4.045,4.045,90,90,-2.076
MoUO3,Mo,U,cubic,-1.748,1.19,1.2,16.178,0,4.325,4.325,90,90,0.006
LiPmO3,Li,Pm,cubic,-1.748,0.772,0.4,17.917,0,4.474,4.474,90,90,-2.171
TbRhO3,Tb,Rh,cubic,-1.747,0.537,0,12.011,0,3.916,3.916,90,90,-0.048
PdThO3,Pd,Th,cubic,-1.746,1.055,0.425,18.304,0,4.507,4.507,90,90,-2.178
PrBiO3,Pr,Bi,cubic,-1.746,0.779,0,16.619,0,4.364,4.364,90,90,1.423
VGdO3,V,Gd,cubic,-1.746,1.509,0.398,15.956,0,4.305,4.305,90,90,-5.305
ZnMoO3,Zn,Mo,orthorhombic,-1.746,0.221,0.4,10.706,0,5.262,7.728,90,90,3.816
InGdO3,In,Gd,cubic,-1.745,1.074,-0.167,16.491,0,4.353,4.353,90,90,-4.453
NiHfO3,Ni,Hf,cubic,-1.744,1.056,0.4,13.216,0,4.043,4.043,90,90,-2.313
GaScO3,Ga,Sc,cubic,-1.744,1.21,-0.011,13.008,0,4.022,4.022,90,90,-4.511
BiPmO3,Bi,Pm,cubic,-1.744,0.831,0.006,17.691,0,4.456,4.456,90,90,-2.951
GdOsO3,Gd,Os,cubic,-1.743,0.698,0.005,12.242,0,3.941,3.941,90,90,0.333
NaCrO3,Na,Cr,orthorhombic,-1.743,0.27,0.2,9.961,0,5.151,7.398,90,90,-12.261
SmIrO3,Sm,Ir,cubic,-1.741,0.589,0,12.509,0,3.969,3.969,90,90,-0.334
NpPtO3,Np,Pt,cubic,-1.74,0.723,0.804,13.306,0,4.052,4.052,90,90,0.289
WTlO3,W,Tl,orthorhombic,-1.74,0.217,-0.001,18.012,0,5.342,10.281,90,90,-13.345
TlMoO3,Tl,Mo,cubic,-1.74,0.145,0,12.788,0,3.999,3.999,90,90,4.161
MnCrO3,Mn,Cr,cubic,-1.739,0.511,1.4,10.557,0,3.751,3.751,90,90,0.722
CuWO3,Cu,W,rhombohedral,-1.739,0.217,-0.001,10.669,0,5.5,5.5,56,56,4.639
GaLuO3,Ga,Lu,cubic,-1.738,1.293,-0.398,15.276,0,4.243,4.243,90,90,-4.527
CrDyO3,Cr,Dy,cubic,-1.738,1.465,0.817,15.988,0,4.308,4.308,90,90,-4.771
BePaO3,Be,Pa,cubic,-1.738,1.308,0.001,16.397,0,4.344,4.344,90,90,4.253
CuEuO3,Cu,Eu,orthorhombic,-1.738,0.104,0.2,12.733,0,4.838,8.931,90,90,-6.969
CuVO3,Cu,V,orthorhombic,-1.737,0.111,0,9.48,0.343,4.949,7.463,90,90,1.779
